"full_text" "searched_at"
"1" "🇧🇷 🇵🇹 🇫🇷 🏴󠁧󠁢󠁥󠁮󠁧󠁿 🇦🇷 🇳🇱

Ready for the last eight — wishing you all the best, Reds! 🤞

#MUFC || #WorldCup https://t.co/NbSnobmWVn" 2022-12-09 13:00:59
"2" "Hakim Ziyech, 🇲🇦 star, donated all of his #WorldCup bonuses ($325,000) to poor people in Morocco. This team is historic on many levels. https://t.co/JnE9Ll6e5q" 2022-12-09 13:00:59
"3" "⏰ It's #WorldCup quarter-final time for our Brazilian Reds! ✅🇧🇷

#MUFC https://t.co/fOyRhM9fZg" 2022-12-09 13:00:59
"4" "RT @ManUtd: Commiserations to our Brazilian Reds ❤️ 

#MUFC || #WorldCup" 2022-12-09 13:00:59
"5" "RT @OnsOranje: 𝗟𝗜𝗡𝗘-𝗨𝗣 for the big one! ⚔️🇦🇷

#WorldCup #NEDARG https://t.co/ZVSHb7Xn25" 2022-12-09 13:00:59
"6" "RT @AlchemyPay: #Argentina🇦🇷 will face the #Netherlands🇳🇱 in a couple of hours! ⚽️

Which team do you think will make it to the semi-final?…" 2022-12-09 13:00:59
"7" "RT @JordanTrought: Jamaica drop out of worldcup 😖" 2022-12-09 13:00:59
"8" "@CryptoHarry_ Just bunged a “Monkey” on England to win #WorldCup ..." 2022-12-09 13:00:59
"9" "RT @MichelleDBeadle: Evergreen. 4 years later. #WorldCup" 2022-12-09 13:00:59
"10" "Now let’s see Holland destroy Argentina #WorldCup #argentinavsnetherlands https://t.co/ufAUaUrZQR" 2022-12-09 13:00:59
"11" "RT @OnsOranje: 𝗟𝗜𝗡𝗘-𝗨𝗣 for the big one! ⚔️🇦🇷

#WorldCup #NEDARG https://t.co/ZVSHb7Xn25" 2022-12-09 13:00:59
"12" "For the life of me how tf is #Croatia not higher than 12th in the world I do not know!! Back to back semifinals in #WorldCup!!" 2022-12-09 13:00:59
"13" "RT @SportBriefZW: 🏆Croatia 1-1 Brazil (4-2 on penalties): Neymar and Co are KNOCKED OUT of the World Cup on penalties after Rodrygo and Mar…" 2022-12-09 13:00:59
"14" "RT @SteveWestly: What a #WorldCup! #Brazil is out and #Croatia is on the semifinal!" 2022-12-09 13:00:59
"15" "The jogo isn't always bonito. Get used to it. 

#WorldCup #BRACRO" 2022-12-09 13:00:59
"16" "RT @sardesairajdeep: Tragic. Brazil surely didn’t deserve to lose that one. #WorldCup" 2022-12-09 13:00:59
"17" "Those were the worst subs in history. Brazil could've and should've won that game. You keep your best players on. Manager needs to be questioned #brazilvscroatia #WorldCup" 2022-12-09 13:00:59
"18" "fab @topbananaantiques  #StandWithUkraine #antiquesilver #dogsoftwitter #stopclimatechange #MasterChefTheProfessionals #HorseRacing #WorldCup #gardeningtwitter clever picture https://t.co/YKk8LaPwXp" 2022-12-09 13:00:59
"19" "RT @OnsOranje: On our way to the 𝗾𝘂𝗮𝗿𝘁𝗲𝗿-𝗳𝗶𝗻𝗮𝗹𝘀! 🔥

#WorldCup #NEDARG https://t.co/dZ6umsiMtp" 2022-12-09 13:00:59
"20" "Neymar should have taken the first penalty 😢That useless brain of taking the last penalty doesn’t work at all
#Brazil
#WorldCup 
#CROBRA" 2022-12-09 13:00:59
"21" "Morocco lifting the worldcup" 2022-12-09 13:00:59
"22" "All eyes are on Dutch tonight 👀 
Kill those South Americans!!!

#WorldCup #ARGNED" 2022-12-09 13:00:59
"23" "Put the ball hard and low bottom corner, keeper guesses right way probably still doesn't save it. There's a reason midfielders with great pen records do this none of that stutter BS 

#WorldCup 
#bra 
#cro" 2022-12-09 13:00:59
"24" "Brazil is going home... #WorldCup #Qatar2022" 2022-12-09 13:00:59
"25" "RT @LorettaKrypto: If Croatia🇭🇷 wins the #WorldCup I will cashapp everybody who likes this tweet $500 dollars.

Smash ❤️, Retweet and Follo…" 2022-12-09 13:00:59
"26" "I simply cannot. 
I'm now afraid to guess any #worldcup victors because I have been humiliated, repeatedly wrong." 2022-12-09 13:00:59
"27" "Pain just pain #brazil #WorldCup #bra" 2022-12-09 13:00:59
"28" "🇪🇺🤡
That World Cup was bought by the Europeans.
'The Beautiful People'...

Essa copa do mundo foi comprada pelos europeus.
\"As pessoas lindas\"...

 #CROBRA #WorldCup #WorldCup2022 #brazil #brasil #ComunismoEsMiseria" 2022-12-09 13:00:59
"29" "The stars are aligning for MESSI and ARGENTINA to lift this years worldcup trophy. #FIFAWorldCup #Arg #Messi" 2022-12-09 13:00:59
"30" "RT @freecashcom: 💸 $100 GIVEAWAY - Guess the score! ⚽

▶️ RT + Follow
▶️ Guess the score (only 1 answer allowed before the game started)

E…" 2022-12-09 13:00:59
"31" "Best Worldcup #WorldCup2022" 2022-12-09 13:00:59
"32" "RT @DanielSturridge: Quarter final flow 🎤
Who you got going through? #WorldcupQatar2022 #NEDvsARG #BRAvsCRO #WORLDCUP https://t.co/AjCNE4Oh…" 2022-12-09 13:00:59
"33" "Another sad day for the sport to see Brazil lose to a team like Croatia. Well done defending, Croatia. You managed to do the only thing that would give you a chance to beat a stacked team.

Struggling 2nd place in groups and barely beating Japan on penalties🤮
 #CROBRA #WorldCup" 2022-12-09 13:00:59
"34" "Seeing Neymar crying his eyes out is rather wonderful! What an arrogant prat not taking a pen until the 5th and he never got to take it 🤦🏻‍♂️🤣🤣🤣#Brazil #CROBRA #WorldCup" 2022-12-09 13:00:59
"35" "I guess it's standard to play 120 min football match in Croatia?
#CROBRA #CROATIA #WorldCup #Brazil" 2022-12-09 13:00:59
"36" "There's always Inter's player on World Cup final ! 

#CROBRA
#WorldCup
@Inter" 2022-12-09 13:00:59
"37" "Well, another one bites the dust at #Qatar2022 as #CroatiaVsBrazil ends up with #Croatia winning on Penalties and knocking out 5 times #FIFAWorldCup winners in #Brazil. Could #QatarWorldCup2022 bring us a new #WorldCup winner, or dare we dream #ItsComingHome #ThreeLions https://t.co/IEM8InjB2P" 2022-12-09 13:00:59
"38" "See this absolutely intriguing world cup the woke culture was going to disrupt.. 🤣😂😂😂🤣
#Qatar2022 #WorldCup" 2022-12-09 13:00:59
"39" "Why aren’t they dancing today?! 😅 #WorldCup #Brazil" 2022-12-09 13:00:59
"40" "#WorldCup winner- Croatia" 2022-12-09 13:00:59
"41" "NED VS CRO

Semi finals ⚽️🌚

#messi #CroatiaVsBrazil #Croatia #Modricday #Croatia_Brazil #WorldCup" 2022-12-09 13:00:59
"42" "brazil is goin homeeee #WorldCup" 2022-12-09 13:00:59
"43" "As much as I have never been on the Neymar is the best player hype train, I do feel for a very talented player watching possibly his last chance at winning a #WorldCup go down in flames like that.

#Brasil and Neymar had a decent #Qatar2022 👏👏👏" 2022-12-09 13:00:59
"44" "@MelindaHoward4 They are starting quarter finals today #WorldCup" 2022-12-09 13:00:59
"45" "Well done Croatia 🇭🇷 
#WorldCup" 2022-12-09 13:00:59
"46" "Do you think Brazil will dance samba on their plane journey back home? 

#WorldCup #CROBRA" 2022-12-09 13:00:59
"47" "RT @SouthMetroAFC: That is absolutely remarkable, man. Honestly. Croatia never, ever, ever dies. #WorldCup #CROBRA #Croatia" 2022-12-09 13:00:59
"48" "I cannot believe Brazil had so many players forward after they scored. Park the bus, keep 8 or 9 players behind the ball at all times to see it through. They got cocky and it cost them. Unbelievable. #CROBRA #WorldCup" 2022-12-09 13:00:59
"49" "So happy for Luka Modric!

An absolute legend of the game and one of the best of his generation.

Would be a great way to finish his career.

#Qatar2022 #WorldCup https://t.co/Q96bjyomTy" 2022-12-09 13:00:59
"50" "RT @ManUtd: Commiserations to our Brazilian Reds ❤️ 

#MUFC || #WorldCup" 2022-12-09 13:00:59
"51" "RT @d_jaishankar: Both goalkeeper Livakovic and goalscorer Pektovic - who've now knocked out Brazil from the World Cup - were in the Dinamo…" 2022-12-09 13:00:59
"52" "@salvey1 Kinda sad Pele doesn't get to see another brazil worldcup before he dies, but also what a fucking game" 2022-12-09 13:00:59
"53" "Messi vs Ronaldo in the final. This is inevitible.
@TeamMessi #WorldCup #Messi #cr7 #nft" 2022-12-09 13:00:59
"54" "Wow Croatia. 

W O W.

