"full_text" "searched_at"
"1" "Good bye dutchies 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷 #Argentina #WorldCup" 2022-12-09 17:26:50
"2" "I have no words. The GOAT #WorldCup #Arg https://t.co/KromDy9OW1" 2022-12-09 17:26:50
"3" "Messi is the just the GOAT. 🐐👑 #Messi𓃵 #WorldCup" 2022-12-09 17:26:50
"4" "Instead of celebrating that their teammate just scored the winning PK the #Argentina team decides to taunt the #Netherlands squad and be classless. Can’t wait for #Croatia to send them packing #WorldCup #WorldCup2022 https://t.co/AR9IlhVC7K" 2022-12-09 17:26:50
"5" "Messi is just the greatesttttttttttt!!!!! End of discussion!!!!! 🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷 #Messi𓃵 #WorldCup" 2022-12-09 17:26:50
"6" "If I played soccer, I would use my hands and also would not play soccer.

#FIFAWorldCup #WorldCup" 2022-12-09 17:26:50
"7" "One team!!!! One dream!!!!! Argentinaaaaaaaa 🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷 #Argentina #WorldCup" 2022-12-09 17:26:50
"8" "Argentina did it again! Congratulations 🇦🇷🇦🇷🇦🇷#NEDARG #WorldCup" 2022-12-09 17:26:50
"9" "What a worldcup 🔥" 2022-12-09 17:26:50
"10" "Messi i fucking love you!!!!!! 🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷 FUCK YOU HATERS 😩😩😩😩 #Messi𓃵 #WorldCup" 2022-12-09 17:26:50
"11" "The #WorldCup this year. https://t.co/IK5WCwLPvj" 2022-12-09 17:26:50
"12" "Join #KSAB with @cocacola zero sugar at @heb giving you a chance to win gift cards and qualify for a #worldcup viewing package! Get free samples of Coca Cola Zero Sugar and more! https://t.co/SyQOccIw3x" 2022-12-09 17:26:50
"13" "When the kid calls his Argentinian buddy to check up on him after the game. 🙂 #WorldCup https://t.co/A0gCwVea5h" 2022-12-09 17:26:50
"14" "It's so painful to see shoot out😢

#FIFAWorldCup #FIFAWorldCupQatar2022 #FIFAWorldCup2022 #WorldCup" 2022-12-09 17:26:50
"15" "Man that game gave me all the emotions!!! #Qatar2022 #WorldCup" 2022-12-09 17:26:50
"16" "While penalties to decide a game is thrilling, is it really the best way to decide a winner?

How'd you guys like a free throw competition to decide the NBA Finals?

#WorldCup #FIFAWorldCup2022 #FIFAWorldCupQatar2022 #WorldCup2022 #QatarWorldCup2022 #Qatar2022 #BRAvsCRO #NEDvsARG" 2022-12-09 17:26:50
"17" "Messi I fucking love youuuuuuuuuuuu. 🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷 OMGGGGG Football is really the greatest sport #Argentina #WorldCup" 2022-12-09 17:26:50
"18" "Well. This #WorldCup is not disappointing when you’re neutral. Whoosh!" 2022-12-09 17:26:50
"19" "Scenes from @PriceSmartja #Portmore during the #NEDvARG #WorldCup penalty shoot-out. #Jamaica https://t.co/fn53desI1c" 2022-12-09 17:26:50
"20" "Wow! Doesn't get more intense than that! #WorldCup #WorldCup2022" 2022-12-09 17:26:50
"21" "One thing I enjoy about the #WorldCup is that one's fandom may contain multitudes. Except #Ronaldo. Never Ronaldo." 2022-12-09 17:26:50
"22" "As a Dutch supporter, I am disappointed #TheNetherlands didn't make it through; but as a long-time Barcelona fan, I am pleased #Messi gets at least one more international match. #ARGvsNED #WorldCup" 2022-12-09 17:26:50
"23" "In the event, Argentina makes the World Cup final and they are playing France, Morocco or Portugal, I will root for Messi and Co. #WorldCup" 2022-12-09 17:26:50
"24" "Those were so good games today #WorldCup" 2022-12-09 17:26:50
"25" "What a game!! Messi!! #WorldCup" 2022-12-09 17:26:50
"26" "#WorldCup watching isn’t for the faint at heart 🫣😰🫣
Good we got one South American team still in it!

#FIFAWorldCup" 2022-12-09 17:26:50
"27" "#Argentina advances to semifinals #BuenosAires  #ARG #argvsned #Messi #WorldCup #WorldCup2022 https://t.co/07upfgg5SR" 2022-12-09 17:26:50
"28" "Need to start getting into fútbol ⚽️ more. These #WorldCup games have been fun to watch!" 2022-12-09 17:26:50
"29" "I can't imagine the heart rate of soccer fans during these 2 quarterfinal matches. Greatest sporting event ever! #WorldCup" 2022-12-09 17:26:50
"30" "The emotions I just went thru I can’t even explain 😭😭😭 so happy we pulled thru LETS GOOOOOOOOOOOOOOOOO emi you’re the fucking man!!!!! #Messi𓃵 #WorldCup #Argentina" 2022-12-09 17:26:50
"31" "We might’ve just witnessed the greatest World Cup Matches in history on the same day back-to-back!!!! #WorldCup #NetherlandsvsArgentina" 2022-12-09 17:26:50
"32" "For Americans that don’t like soccer because it’s “boring”… we should just show them #NEDARG #WorldCup" 2022-12-09 17:26:50
"33" "What a great day for football. 

Next week #ARG  vs #HRV will be a beautiful match to watch. 

#WorldCup2022 #WorldCup" 2022-12-09 17:26:50
"34" "What a game. Argentina moves on, and the Dutch go home. Netherlands should be proud. They came back into a game that most people thought was over. 🇳🇱 #WorldCup" 2022-12-09 17:26:50
"35" "#Messi and #Argentina into the #WorldCup semifinals!
#NEDARG @FIFAWorldCup #ARG" 2022-12-09 17:26:50
"36" "Dutch soccer is just pain #WorldCup" 2022-12-09 17:26:50
"37" "Serious respect for these goalies when it comes down to penalties @FIFAWorldCup - that’s intense #WorldCup ⚽️" 2022-12-09 17:26:50
"38" "“We came an end”. Well done boys, head up high! #WorldCup #FIFAWorldCup #WorldCup2022 #NedArg" 2022-12-09 17:26:50
"39" "A study in sudden precipitation of ‘badmindedness’ in otherwise clean-hearted people. #WorldCup" 2022-12-09 17:26:50
"40" "I like the way people care about the #WorldCup all of a sudden 😅⚽️🏆" 2022-12-09 17:26:50
