"full_text" "searched_at"
Geeeeeeeee 
#WorldCup" 2022-12-09 16:12:32
"54" "Oh my goodness! How sneaky is that set piece from Netherlands! #WorldCup" 2022-12-09 16:12:32
"55" "Sad. Shouldn’t add 10 min, weak calls left and right. Let them play. The refs need to swallow their whistles. #WorldCup" 2022-12-09 16:12:32
"56" "OMG WHAT ON EARTH. #WorldCup" 2022-12-09 16:12:32
"57" "NETHERLANDS HOLY SHIT!!! #WorldCup" 2022-12-09 16:12:32
"58" "Wow 😮. This WorldCup is wild !!" 2022-12-09 16:12:32
"59" "THE DUTCH TIE IT UP OH MY GOODNESS WHAT IS HAPPENING!!!!!! #WorldCup" 2022-12-09 16:12:32
"60" "WTF JUST HAPPENED #WorldCup" 2022-12-09 16:12:32
"61" "THE COMEBACK FOLKS 🇳🇱 #WorldCup" 2022-12-09 16:12:32
"62" "Unreal!!! 🇳🇱🇳🇱🇳🇱 #WorldCup" 2022-12-09 16:12:32
"63" "Oh my!?!?!?!!! What a play!!!!

#WorldCup" 2022-12-09 16:12:32
"64" "Netherlands. I can’t believe this day. #WorldCup" 2022-12-09 16:12:32
"65" "OH MY WORD #WorldCup" 2022-12-09 16:12:32
"66" "Holy fuck. Those crazy Dutch bastards #WorldCup" 2022-12-09 16:12:32
"67" "Holy Netherlands. #WorldCup #FIFAWorldCup" 2022-12-09 16:12:32
"68" "Let’s get ready to rumble! #WorldCup #NEDvsARG https://t.co/Z5msqTIWd7" 2022-12-09 16:12:32
"69" "Living my comfort zone. I LL be wearing my Brazilian jersey untill the end of the day. Despite losing the game Brazil still has 5 stars. 🇧🇷⚽✨ Go Morocco!  #WorldCup https://t.co/2MbjtNN8c3" 2022-12-09 16:12:32
"70" "10 of extra time is crazy wtf #WorldCup" 2022-12-09 16:12:32
"71" "this game is mess(i)y #WorldCup #NetherlandsvsArgentina" 2022-12-09 16:12:32
"72" "The Brazilians 🇧🇷🇧🇷⚽️⚽️got waxed #Qatar2022 #Brazil #brazilvscroatia #BrazilWasStolem #WorldCup #FIFAWorldCup #FIFAWorldCup2022 #FIFAWorldCup #Croatia #babafarid #babafareed #kasimfaridigreatgrandsonofbabafarid #NewYork #haqfarid #babafaridgangeshakar https://t.co/5jv56nXrJA" 2022-12-09 16:12:32
"73" "This Argentina and Netherlands game is absolutely bonkers. #WorldCup" 2022-12-09 16:12:32
"74" "Oh shit they scrapin #WorldCup" 2022-12-09 16:12:32
"75" "Lmao at all of that and how the officials handled it. Virgil van Dijk chesting a man to the ground was fantastic form. #WorldCup" 2022-12-09 16:12:32
"76" "Watching the replay of Virgil Van Dijk body that dude into oblivion.
#NetherlandsvsArgentina #WorldCup https://t.co/qajhch3VIn" 2022-12-09 16:12:32
"77" "Lawd this game intense #WorldCup Argentina vs Netherlands https://t.co/eylH7Nd4jP" 2022-12-09 16:12:32
"78" "Argentina is so lucky the ref let Fernandez stay on the pitch after that. Something tells me he won't be getting the final game. 

#WorldCup" 2022-12-09 16:12:32
"79" "The Dutch &amp; the Argentines are about to trade blows! #NEDvARG #WCQatar2022 #worldcup #Quarterfinals" 2022-12-09 16:12:32
"80" "This Netherlands v Argentina #WorldCup match is insane. I don't know that I have ever seen a bench clearing before." 2022-12-09 16:12:32
"81" "Fighting in soccer?!? Now we are talking #WorldCup" 2022-12-09 16:12:32
"82" "Things are getting chippy ⚽️ #WorldCup" 2022-12-09 16:12:32
"83" "This referee, #ARG #NED #WorldCup  - #FIFA - like this dude." 2022-12-09 16:12:32
"84" "Poker + World Cup @WPT @WynnPoker. Enjoy it^^
#WPT #WorldCup #Travel #Poker #Tournament #LasVegas #KeepGoing #heater #Trophy https://t.co/7tKKRl52d9" 2022-12-09 16:12:32
"85" "Someone needs to do a David vs Goliath meme with @TeamMessi taking that PK on Andries Noppert 😳 #worldcup #nedarg #Messi #thatsahugebitch😆" 2022-12-09 16:12:32
"86" "Since Brazil Is Out Now... I Just Want To See Messi Vs CR7 In The Finals #WorldCup https://t.co/vXknJyqQxM" 2022-12-09 16:12:32
